comment,paslon,sentiment
nk di hapus kartu tani trs wong tani kon tuku larang hoo,unknown,negatif
aq wong deso sek penting petani makmur harga cabe normal klau petani gk di gatekne hayo pie neh ra bakal makmur,unknown,negatif
PAK LUTHFI DAN GUS YASIN UNTUK JATENG LEBIH BAIK,luthfi_taj,positif
konyol si ahmad lutfi debat kok bawa buku bawa contekan,luthfi_taj,netral
"sepatu demak dilayar
eh dia bilangnya kendal",unknown,negatif
wong jateng anti polisi sambo,luthfi_taj,negatif
all in 2 oke gass,luthfi_taj,positif
sejak kapan tempe larang pak,unknown,positif
jateng perkasa,andika_hendi,netral
hati bansos dah mulai di tayangkan di fesbuk cari mangsa jangan terkecoh satu tunjun untuk 01,andika_hendi,negatif
wonosobo pinggiran barat selalu 01 mantaap,andika_hendi,positif
aku malah bingung sama calon no 02 setiap berbicara selalu banyak janji ini itunanti jika terpilih dilaksanakan semua gak yakok malah ragu aku,luthfi_taj,negatif
dua duanya mantab,luthfi_taj,negatif
mantap andika,andika_hendi,netral
"pilih andika rambo __tni jujur  lurus
 pilih tni drpd polisi  jangan pilih orangnya jokowi  pilih baju hijau pejuang _ buang sambo wereng coklat nepotisme jijik","andika_hendi, luthfi_taj",negatif
"gw bukan warga jateng
tp klo dsruh milih gw milih pak andika
lebih meyakinkan",andika_hendi,negatif
aku dari jakarta lebih suka program pasangan  andikahendi lebih visioner jelas dan yg terpenting bukan titipan penguasa,andika_hendi,positif
opo tahu kethek gethuk kethek kali pak,unknown,negatif
pak andika hendy  insyaallah saya pilih belio barakallah,andika_hendi,negatif
wallah02muluk2 men,luthfi_taj,negatif
mas andika lbh baik jawabnya intinya sj stlh itu mas hendi diberikan waktu sy liat jawaban mas hendi simple dan jelas,andika_hendi,netral
lagilagi kartu strategi usang kita butuh pertama kesadaran warga masyarakat bersemangat baru bikin kebijakan kalau warga tidak sadar dan semangat percuma saja buang2 anggaran,luthfi_taj,netral
paslon no 2 msh belum bisa membedakan antara visi isi usulan  masalah dan usulan kegitan ini paparan calon gubernur harus paham konsep makro dan mikro maaf itu pendapat saya saja,luthfi_taj,negatif
mantan tni masih dihati mantan polri maaf ya belum ada ruang dihati kami jateng perkasa,andika_hendi,negatif
woy nek jateng pinter piliho seng sejalan mbe pusat ben lancar proyek2 kabeh mikiro,luthfi_taj,negatif
keren semuanya,unknown,negatif
bagaimana rmh dgn non  muslim  gus,luthfi_taj,negatif
gak perlu muluk2 kek layang2 janjinya yg wajar2 saja yg penting pada bisa terealisasi,luthfi_taj,negatif
mas hendy yes,andika_hendi,netral
andika  nomer 1,andika_hendi,positif
o2 jauh masalah cara bicaranya sama 01,"andika_hendi, luthfi_taj",negatif
batang siap menangkan bapak jendral andika perkasa,andika_hendi,positif
bismillah grobogan ttp pk andika insya allah,andika_hendi,positif
andika perkasa pasti menang,andika_hendi,positif
trimakasih pak andika sudah mau sowan ke desakukami sekeluwarga sudah menentukan pilihan ke pak andikahendi,andika_hendi,positif
o2 sibuk siapkan jiplak an,luthfi_taj,negatif
pak hendi sy sudah nge fans beliau dari waktu walikota semarang kotanya maju dan rapi bismillah nyoblos beliau semoga bisa bermanfaat untuk kemajuan jawa tengah,andika_hendi,positif
"lutpi dari awal cuma bawa2 jokowi sama pak prabowo dah gitu kertas contekan yg di print banyak banget wis mesti kalah pi lutpi
insyaallah pak andika pasti menang dan saya akan pilih pak andika di pemilu nanti","andika_hendi, luthfi_taj",negatif
kakeyen kartu um kandel dompete,unknown,negatif
andika hendi rendah hati tegas dn berwibawa,andika_hendi,negatif
sbnrnya kalau untuk debat pak andika bagus ya tapi takutnya besok kalau pak andika jadi apakah dia bakal disetir mak banteng partai belakang nya dia yang bikin saya ilfill,"andika_hendi, luthfi_taj",negatif
24453,luthfi_taj,negatif
itu klosing penutup malah jadi ajang idol wkwwk,unknown,negatif
pada sibuk urusan ngobrol2 banjir n longsor atuh diurusin dl,luthfi_taj,negatif
wakilnya sama pernah di jateng tapi pak hendi lebih nyata kinerjanya pas jadi walikota berbanding terbalik sama gus yasin,"andika_hendi, luthfi_taj",netral
pak andika jos,andika_hendi,netral
andika rambo lah,andika_hendi,negatif
"lirik lagu lir ilir
lir ilir lir ilir tandure wong sumilir tak ijo royo royo
tak sengguh panganten anyar
cah angon cah angon penekna blimbing kuwi
lunyu lunyu penekna kanggo mbasuh dodotira
dodotira dodotira kumintir bedah ing pinggir
dondomana jrumatana kanggo seba mengko sore
mumpung padang rembulane mumpung jembar kalangane
sun suraka surak hiyo",unknown,negatif
melawan patung polisi aja pasti kalah itu polisi asli coba deh adaain survey yg netral,luthfi_taj,negatif
ayo masyarakat jawa tengah berbondong2 pilih rambo biar hidup makmur,"andika_hendi, luthfi_taj",positif
pas acara di tempaku tentang umkmsaya di beri kesempatan bertanyabelum bertanya tentan umkm ke depannyae sudah terjawabgak jadi bertanyaandika hendi  menang menang,andika_hendi,negatif
insyaallah menang menang menang,unknown,negatif
andika hendi sakjose,andika_hendi,netral
pupuk di jateng kurang pak dan mahal,unknown,negatif
bumd mana nih  susu kemaren din buang buang diboyolali,unknown,negatif
yang buat contekannya siapa ya,unknown,positif
pak andika heri unggul  ya cerdas  bijak patut mendapat apresiasi lah sukses selalu pak jadi inspirasi semua org,andika_hendi,positif
saya jateng pilih no 01  mereka berdiri sendiri  tempatku banyak pilih 02 karena gus yasin anak mbah maimoen  tapi saya pilih pak andika karena pas debat saja sudah baik gak banyak janji yang muluk muluk dan tegas pemberani  gak minta bantuan presiden untuk mempromosikan,"andika_hendi, luthfi_taj",negatif
tetap andika karna ngga pake surat tilang bro,andika_hendi,positif
nderek dawuhe guse milih pemimpin kui wajib santri ben mikirke santri lan pesantren,luthfi_taj,positif
untuk sekarang saya pilih tni dan hancurkan pengaruh cawecawe jokowi urusan pdip bisa kita selesaikan nanti,"andika_hendi, luthfi_taj",negatif
lagu lir ilir aja gak hapal no 02 ini gimana,luthfi_taj,negatif
01 jateng perkasa,andika_hendi,positif
jepara dukung 01,andika_hendi,positif
dulu saya mati matian bela jokowi  skrng yg di dkung jokowi sdah g mau lagi  dkung  perkasa pilihan utama kluarga,"andika_hendi, luthfi_taj",negatif
saya sekeluarga pilih andikahendi,andika_hendi,negatif
perkasa yes,andika_hendi,positif
tahu kethek salatiga,unknown,netral
"tahu ketek dari salatiga 
salatiga sebelah mana pak lutfi",luthfi_taj,negatif
jateng perkasa,andika_hendi,netral
insyaallah mas andika hendi untuk jateng lebih maju dan makmur aamiin,andika_hendi,netral
baca trus fi hahaha contekan jgn sampai lepas,luthfi_taj,negatif
mau memanfaatkan figur prabowo dan jokowi tp rakyat cerdas mana yg punya kapasitas dan narsis aja sih,luthfi_taj,negatif
"rekam jejak polisi dan tni pilih yg mana kalian
tentunya tni
polisi perut buncit makan uang2 pengguna jalanan","andika_hendi, luthfi_taj",negatif
andika pasti gubernur jateng,andika_hendi,netral
01 kok sellu internet waae topike ra masokk blas jateng wes lancar internet sampe plosok ra kasel mimpin 01,andika_hendi,negatif
jawa tengah bersama tni,andika_hendi,positif
di balik 01 ada bantengnya  gak dulu lah bertahun2 kok nurut sama si nenek,"andika_hendi, luthfi_taj",negatif
kok aku lebih suka cara jawab tan tanggap pak hendi ya,andika_hendi,netral
ko nggaws kepekan akeh temen pak lutfi,luthfi_taj,netral
01 walaupun tidak banyak koalisi tapi tetap di hati rakyat jateng bersama pkandika jateng perkasa,andika_hendi,positif
gas jateng 01,andika_hendi,positif
luthfi taj yasin terap terdepan dan menang,luthfi_taj,positif
suka dengan cara menjawab pak hendi,andika_hendi,positif
"bismillah semoga pak andika hendi terpilih sebagai gubernur jateng 20242029

yang setuju aamiinkan 

aamiin","andika_hendi, luthfi_taj",positif
pokoke pak andika,andika_hendi,netral
menyala,unknown,netral
jateng perkasa,andika_hendi,netral
bismillah pk andikaa trpilih amin,andika_hendi,netral
01 full gagasan dan wawasan sebelah full kepekan,andika_hendi,positif
tni,andika_hendi,netral
01 oke,andika_hendi,netral
mari kita bikin  jawa tengah  lebih perkasa,andika_hendi,netral
aku pilih pak andika dan pak hendi,andika_hendi,negatif
semoga allah mengizinkan pak andika  pak hendi memimpin jateng aamiin yaa allah,andika_hendi,positif
andalannya internet terus,unknown,positif
kenapa debat cawagubtidak masyarakat awam yg membuaat soal pertanyankenapa orang pinter saja,unknown,negatif
tetep baju loreng,andika_hendi,negatif
adol agomo neh ra ki,unknown,netral
daerah demak ful pk andika hendi wes cukup areb banjos arep sembako murah tetap andika hendi,andika_hendi,netral
saya yang sejak s1 hingga s2 saat ini mendalami fenomena pengembangan desa dan migrasi desakota di jawa melihat sebenarnya perdesaan di jawa kehilangan ketertarikan tersendiri sehingga banyak peralihan tenaga kerja pertanian menuju non pertanian tenaga kerja ini mayoritas adalah anak muda dan itu gen z hal ini disebabkan karena pertanian tidak bisa memenuhi kebutuhan hidup personal dan keluarga akhirnya lahan pertanian dikembalikan ke masyarakat tua yg notabene orang tua dari gen z ini idealnya perdesaan perlu dikembalikan sebagai fungsinya sebagai penghasil pangan petani perlu disejahterakan caranya adalah penerapan teknologi pertanian terkini penanaman efektif serta pengolahan hasil pertanian yang lebih menjual kekurangannya sekarang adalah bagaimana menerapkan teknologi pertanian terkini kepada petani yang mayoritas orang tua salah satunya dapat dengan anakanaknya dibuat untuk nyaman untuk kembali ke pertanian dan petani tua diberi kesempatan untuk belajar dapat melalui penguatan kelompok tani ini cerita singkat penelitian yang saya lakukan di jawa tengah,"andika_hendi, luthfi_taj",negatif
mohon maaf pak lutfi emang ada ya di salatiga tahu ketek bukanya gethuk ketek ya,luthfi_taj,negatif
bukan penurunan air tanah tapi penurunan muka tanah atau land subsidence,unknown,netral
lutfi,luthfi_taj,positif
andika hendi  pilihanku rambo  no sambo,"andika_hendi, luthfi_taj",netral
mandika,andika_hendi,netral
pak andika aku padamu grobogan jateng,andika_hendi,netral
do milih he 01 di komentar ini bagaimana kenyataan di bilik tps nanti,andika_hendi,positif
tetap 02,luthfi_taj,positif
rambo,andika_hendi,negatif
partai tukang jual pulau kok dibilang cerdasklo bukan sokongan cuan ga akan begini naruh harga diri demi berpura mendukung sampai kapan sdm nya begini terus,unknown,negatif
perda 3 bulan sekali  setahun berarti ping 4,unknown,negatif
lebih memilih orang baru dari yg sudah berpengalaman maklum seperti adanya koidah ilmu aljadi ladidperkara baru selalu bikin mengenakan bagi orang yg cerdas dan religius akan bisa mengerti siapa yg paling cocok untuk menjadi pemimpin beda pilihan wajar tpi soal hakikat pemimpin hanya yg sudah mapan dan berpengalaman bukan hanya modal orang baru dan cuan yg melimpah,unknown,netral
kok iso buka buka kertas opo sakdurunge wis di kei kisi2 sing meh di enggo debat yaa,luthfi_taj,negatif
santri all in gus yasin,luthfi_taj,positif
andika hendi,andika_hendi,netral
kok sama pak andika nggak mau cipika cipiki yaa,andika_hendi,negatif
bismillah aku tetep pilih andika perkasa gak pandang partai nya apa semoga menang,andika_hendi,negatif
pilih nomor 2 yg cakepnomor 1 serem,"andika_hendi, luthfi_taj",negatif
wong maju pilih nomor 2,luthfi_taj,negatif
buzzer tolol,unknown,negatif
gus yasin koq tdk bisa membedakan panggung politik dg pengajiankoq pakai sarung terus,luthfi_taj,netral
andika hendi menang,andika_hendi,negatif
3620 mulai sesi debat,luthfi_taj,positif
pilih pak andhika semoga jawa tengah tambah maju dg kepemimpinan pak andika dan pak hendi,andika_hendi,positif
di live chat banyak komentar copy paste bolak balik haha,unknown,negatif
kualitas beda jauh bos01 pakai hati  pikiran02 pakai contekan,"andika_hendi, luthfi_taj",negatif
bpk andika pilihan keluarga kami,andika_hendi,positif
santun banget katakatanya pak andika dan pak hendi,andika_hendi,negatif
andika perkasa gubernur jateng,andika_hendi,positif
pemuda dan gen z siap pilih andika hendi,andika_hendi,positif
02 banyak contekan,luthfi_taj,netral
mohon maaf nomer 2 itu sdh ngadu ke bpknya msh aja bawa contekan dan msh ada yg milih,luthfi_taj,negatif
visi misi menjawab pertanyaan dll pasangan 02 selalu baca contekanadeh anak sd juga bisa,luthfi_taj,positif
wes 02 bingung buka contekan,luthfi_taj,negatif
kebumen allin andika hendi 01,andika_hendi,positif
andika hendi menang,andika_hendi,negatif
lutfi kok malah buka buka contekan,luthfi_taj,negatif
tni lebih mengayomi rakyat lebih dekat dengan tni,andika_hendi,netral
rembang hadir pak andika,andika_hendi,netral
rembang hadir pak andika,andika_hendi,netral
gubernur rasa presiden,unknown,positif
wes tau di pimpin pak hendi semarang maju dan bagus sekarang ne suru milih ya yang ada pak hendi lagi ada pak andika jd nilai plus semoga bisa jaga jateng aman dan makin maju ditangan mereka berdua,"andika_hendi, luthfi_taj",positif
15022 mungkin maksudnya gethuk kethek kali ya,"andika_hendi, luthfi_taj",negatif
all in andika,andika_hendi,positif
aku pilih andika saja yg benar tulus dan pasti jujur dan disiplin krn mantan tni kl sebelah aku ragu,andika_hendi,positif
malah nyanyi jan jaan,unknown,netral
luthfi gus yasin menang3x,luthfi_taj,netral
pilih pak andika hendi yg kalem tanpa arogan,andika_hendi,negatif
02 kurang prcaya diri sdh memboyong partaidi endorse mulyono itupun harus mnt endorse presiden kalau kalah betapa malu nya,luthfi_taj,negatif
02 menggebu ngebu pakai tex pula,luthfi_taj,negatif
tahu kethek salatiga hedeh salah banter,unknown,negatif
01,andika_hendi,positif
freak banget gy,unknown,negatif
semoga jawa tengah semakin maju baik adil sejahteramiin,unknown,positif
andika  hendi menang,andika_hendi,negatif
debat  membaca,unknown,positif
petani kesenangan  lutfi lutfi,luthfi_taj,positif
mulyono menyengsarakn rakyat,luthfi_taj,positif
maksud lo apa kok ada iklan,unknown,netral
andika  hendi jateng 1,andika_hendi,negatif
curiga pertanyaan debat sudah bocor karena bawa contekan banyak,unknown,negatif
la penghapusan utang petani nelayan kan sudah dilakuin pak presiden,unknown,negatif
penguasaan materi jelas berbeda,unknown,negatif
"saran besok lagi kalau mau nyanyipuji2ansholawatan atau apalah itu hafalin dulu ya pak 
itu lagu jaman saya belom sekolah aja udah hafal diajarin orang tua sebagai orang jawa tengah tulen pasti tau banget deh lagu lir ilir",luthfi_taj,negatif
orng cerdas pasti pilih andika hendi yg trbaik,andika_hendi,negatif
waakakakak bu markonah kuwi sopo pakitu nama merk bu markonahwkwkwkwkwk studi lagi lah,unknown,netral
wes pokok e ojo sambo yo,luthfi_taj,positif
jateng perkasa,andika_hendi,netral
andika  hendi aku si yess,andika_hendi,positif
kartu lagikartu lagi jd keinget pak mulmul byk kartunya tp hanyanprank gas bpk andika,andika_hendi,negatif
pak andika pak hendi menang bismillah,andika_hendi,positif
nek posisi ora ng umah tp pengin milih kpy carane ya,unknown,negatif
jateng perkasa,andika_hendi,netral
selama tinggal di sala tiga gak pernah itu denger tahu kethek yang ada getuk kethek,unknown,negatif
terlihat tulus banget pak andika dan pak hendi pengen membangun jawa tengahtidak  ambisitidak egois semoga di mudahkan pakmakin yakin pilih no 1,andika_hendi,negatif
semua hebat calon gubernur ku dan wakil gubernur ku biarkan masyarakat yg menentukan untuk jateng 1 tetap optimis untuk menjadi jateng lebih baik,andika_hendi,positif
debat 1 dan 2  sudah jelas  pilih andika hendi 01  presiden kog memihak,"andika_hendi, luthfi_taj",negatif
jos pak luthfi,luthfi_taj,positif
tetep pilih pak andika hendi,andika_hendi,negatif
pak andika  pak hendi cerdas,andika_hendi,netral
ada yang tahu dimana lokasinya kalau mau beli tahu kethek salatiga,unknown,netral
jawa tengah makmur tanpa partai banteng,andika_hendi,netral
cocok pk lutfi hapus kartu tani allohu akbar,luthfi_taj,positif
lho lho lho sing pilih lutfi jare titipane mulyo kok sepi,luthfi_taj,netral
10 taun kmren yg ngusung banteng jateng bobrok  pilkada  jangan  banteng,"andika_hendi, luthfi_taj",negatif
hendi cerdas rekam jejaknya di semarang pun bagus,"andika_hendi, luthfi_taj",netral
02 parah dodolan agama emng wong jateng ora ngerti tntang agama ap  emng 02 main kotor,luthfi_taj,negatif
saya orang jawa barat memprediksi kayay pak andika yg jadi gubernur jateng waallahu alam,andika_hendi,positif
andika hendi,andika_hendi,netral
andika,andika_hendi,netral
aku sih milih yang bukan mantan polis1,andika_hendi,negatif
jateng hny bs dipimpin oleh pak lutfi dan gus yasin biar semakin maju  coblos no 2,luthfi_taj,positif
saya lihat andhika hendi lebih rasional dan lebih bagus penyampaian penjelasan nya,"andika_hendi, luthfi_taj",netral
sing penting bisa gawek jawa tengah lebih baik,unknown,positif
nderek exs tni mawon,andika_hendi,positif
90 komen andika,andika_hendi,negatif
brebes siap menangkan luthfiyasin jadi gubernur jateng,luthfi_taj,negatif
semoga jatimgubenurnya rismajateng andikajawa barat kdmjakarta pramonomantap dechpenombang kanan kiri daerah kalo kerja sama pasti mantap,andika_hendi,netral
bisa gak sih gausah bawa2 bapak presiden  prabowo dan bapak jokowi,luthfi_taj,netral
hayo masyarakat jatengmenangkan andika hendijangan salah pilihkemajuan jateng ada di tanggan masyarakat jateng sendirijangan terlena kalo ada bansos bansoskeluarga semua coblos andika handi,andika_hendi,negatif
mosok jek gelem dipimpin karo banteng  pirang taun dipimpin banteng podo makmur ora lur  trahno sak durungepun yo ngeneki koyo koyoo meyakinkan bakno yo bioso ae,andika_hendi,negatif
lutfi tajyasin gasspol,luthfi_taj,positif
bismilah lutfi yasin,luthfi_taj,positif
org cerdas pilih andika hendi,andika_hendi,negatif
pendukung ladussing mana nih comentnya,unknown,negatif
pak luthfi pak taj yasin,luthfi_taj,positif
togel lancar,unknown,positif
penimbun solar  lancar karena dpt restu sambo grup,luthfi_taj,negatif
semoga rakyat tdk mudah tergoda kades korupsi dan bansos,unknown,negatif
pilih rambo bukan sambo ngopeni pungli dan nglakeni,"andika_hendi, luthfi_taj",negatif
yg komen awal anak buahe rafi ahmad bukan orang jawa tengah,luthfi_taj,negatif
itu closing statement 1 menitnya dibuat nyanyi lir ilir kenapa kok engga statement yang bikin semangat,andika_hendi,negatif
"pilih yg jujur saja pasti kedepanya baik buat rakyat 


jangn pilih orang yg kbnyakan cari muka doang untk rakyat",unknown,negatif
"andikahendi pasangan cerdas  punya tujuan jelas
lutfiyasin hanya umbar janji  jual kyai demi ambisi","andika_hendi, luthfi_taj",netral
gus e insyaallah menang no2,luthfi_taj,positif
semua berjalan sesuai dgn kehendak nya,unknown,positif
01,andika_hendi,positif
o2 buka contekan hasil cawe cawe dari prabowo  sama jokowikurang percaya diri,luthfi_taj,positif
lutfi baca puisi,luthfi_taj,positif
di jawa tengah ada 2 calon sambo dan rambo  yang setuju rambo yes angkat jempolnya yang setuju sambo no juga angkat jempolnya,"andika_hendi, luthfi_taj",negatif
pak andika orang yg sangat cerdas tanpa teks dalam penyampaian nya memahami seluruh tema dan sub tema yg di berikan dan memahami  seluruh wilayah jawatengah pak hendi dengan tegas dan cerdas dalam menyikapi semua tantangan bismillahirrahmanirrahim warga jateng pak andika  hendi cocok aaminn,andika_hendi,positif
sepertinya pertanyaan panelis ko sdh di bocorkan pd paslon 02,luthfi_taj,negatif
andika hendi,andika_hendi,netral
01 jateng perkasa,andika_hendi,positif
andika pilihanku,andika_hendi,positif
pasangan andika dn wakilnya semoga bs sukses menang jd gubernur jateng amin,andika_hendi,positif
satu kata  luthfiyasin yg akan memang menjadi gubernur jateng ayo yg berani taruhan sini berapapun saya terima  luthfiyasin milik jateng a1 menangmenangmenang,"andika_hendi, luthfi_taj",negatif
andika  hendi tetap,andika_hendi,positif
"kota semarang tengah  utara  barat  timur  selatan 
anti 02",luthfi_taj,netral
andikahendi menang menang menang,andika_hendi,negatif
bismillah kulo tak milih ahmad lutfygus yassin,luthfi_taj,positif
ork iso nyanyi og nyangi ngsin2i,luthfi_taj,positif
ddi wkil sj 5 th gk brkutik am sx untuk desanya pie to gus ue kie,luthfi_taj,netral
"01 andika  prabowo tni
02 lutfi  sambo polisi","andika_hendi, luthfi_taj",netral
pak andika hendi meskipun baleho nya kecil tapi suara rakyat untuk pak andika hendi besar meskipun pak lutfi setiap hari mengagumi dan membangga bagakan jokowi semoga dipilih keluarga jokowimasyarakat jateng udah cerdas udah gk mempan iming iming bansos kalau pun besok ada serangan fajar atau pun bansos dari lutfi saya tetap akan tetap dukung pak andika hendibiar kapok,"andika_hendi, luthfi_taj",negatif
"jelas p andika tetep perkasa
pemimpin harus bisa memberi contoh mengayomi bukan menekan memaksa 
salut p andika insyaallah gubernur jateng",andika_hendi,negatif
kota semarang tetap pak andika perkasa 01,andika_hendi,positif
2 lawan 1 di sikat sama cawagub 01 mobat mabit pasangan 02,"andika_hendi, luthfi_taj",negatif
gw sabagai warga jatenggw aslinya stuju pa andika jdi gubernurtapi tdak dgn partaiinyagw ngikukitin pak andika wktu masih kasad smpe pensiuntapi syangnya dri pdip,andika_hendi,negatif
anda org rembag sndri jd wkil gubernur knp desa anda msh klh sm desa laen gus poe to kie,luthfi_taj,negatif
02 belum kenyang setoran togel,luthfi_taj,negatif
bansose wes metu kalah saing ttsp pk andhika perkasa hendi yg terbaik buat jawa tengah,andika_hendi,netral
cerdas waras tetap pilih pandika,andika_hendi,netral
itu seriusan paslon 02 gapunya gelar sarjana dua dua nyarakyat jateng yakin klo milih 02 mirip fufufafa gapunya gelar sarjanasistem nya asal di dukung raja jawa jadinya ngerasa aman,luthfi_taj,negatif
wkwkw mlu sndri akhirnya km gus,luthfi_taj,positif
bismllh insyllh saya dr tegal balapulang mutlak pilih pak andika dr awal debat santaiteg,andika_hendi,negatif
andika yes,andika_hendi,positif
ayo masyarakat yg pinter n cerdas pasti pilih pk jendral andika perkasa hendi,andika_hendi,negatif
brebes mendukung mu jendral andhika perkasa,andika_hendi,positif
"saya warga propinsi di luar jateng tp tetep concern dgn yg terjadi di tanah tumpah darah ayah saya 

maaf yg urakan itu dari paslon nomor berapa nggih",unknown,negatif
tni lebih bermasyarakat jaminan 01,andika_hendi,netral
andika gubenur ku 01 perkasa,andika_hendi,negatif
pokoe manang kalah ttp aku andika hendi,andika_hendi,negatif
kartumulu bahasnya ga jauh2 dgn gaya muliyono,luthfi_taj,negatif
suwun gus pati sampun dipikirke,luthfi_taj,netral
mantap andika hendy menjelaskan program secara lugas jelas tegas sederhana n no text no janji2 manis,"andika_hendi, luthfi_taj",netral
andika  hendi  caiyo,andika_hendi,negatif
"saya kagum sama pak andika sejak jadi ksad tni saya sering liat youtube jenengan bagaimana jenengan memperlakukan istri masyarakat cara senyum sampai cara berbicara saya akan bantu jenengan untuk jadi gubernur seperti saya bantu pak prabowo jadi presiden saya berharap jenengan bisa jadi gubernur jateng yang terbaik dari sebelumnya saya bersyukur ternyata orang saya kagumi adalah calon gubernur jawa tengah dimana saya termasuk daerah didalamnya saya hidup

dari muhlisin desa karangjati kabupaten pekalongan","andika_hendi, luthfi_taj",negatif
pak andika hendi menang,andika_hendi,netral
hadir,unknown,netral
andika hendi jawa tengah menyala,andika_hendi,positif
taj yasin gila jabatan  ambisi adh ckp kmren saya pikih sekarang saya tau kalau fia itu gila jabatan,luthfi_taj,negatif
andika jauh lebih baik dan lebih layak untuk jateng 1,andika_hendi,netral
andika for jateng,andika_hendi,netral
pak andhika lebih tulus kepada rakyat,andika_hendi,netral
saya warga jateng paling timur pilih pak andika hendi menjadi gubernur dan wakil gubernur jarang 20242029,"andika_hendi, luthfi_taj",negatif
p andika yg terbaik untuk jawa tengah,andika_hendi,positif
andhika hendi,andika_hendi,netral
milih banteng sing ono malah tambah remok blas raono kemajuan salah satu provinsi tinggi tingkat kemiskinan los 02 gas,"andika_hendi, luthfi_taj",negatif
paslon 02 prlu byk bljar lg krna sllu liat contekan tp paslon 01 gk prnh pke contekan krna otk paslon 01 brdua sgt crdas jenius,"andika_hendi, luthfi_taj",negatif
lutfiyasin mantap coi,luthfi_taj,netral
02 ajur,luthfi_taj,netral
klau org cerdas pilih pak andka gus e sdh pernah menjabat tp banyak impian,luthfi_taj,positif
sulit nek saingan karo kebo,unknown,netral
beehh nyati jwbn pke contekan sgla paslon nmr 2 jls2 bs jwb ap gk tu liat pak andika jwb tnpa teks bnr2 pnter crdas sx paslon 01,"andika_hendi, luthfi_taj",negatif
tetep andika jateng,andika_hendi,netral
jwb aj pke contekan beda kls sm pak andika tnpa contrkan jwb dg pnter dn crdas tnpa tek jls2 sgt pnter paslon 01,"andika_hendi, luthfi_taj",netral
no 1 andikahendi,andika_hendi,negatif
ambil nmr aj lgaknya sok2an slh lgi gk pas gt og mw mmpin jateg mmpi kli ye,luthfi_taj,netral
santriwan dan santriwati pasti memilih gus taj yasin maemun guru dari para santri di jawa tengah  kyai maemun zubair di saudi pun terkenal mbah maemun atas ilmuwan nya tentang agama islam di indonesiamaju bersama luthfi dan gus yasin maemun  jateng terdepan,luthfi_taj,positif
pret lut omgnmu gk tmbus,unknown,positif
walaupun masih ragu dengan kedua cagub jateng rasa rasanya jendral andika hendi masih mending dari pada golput soalnya cagub lutfi sangat dekat dengan mulyono  takut nya kalau golput nanti suara saya disalah gunakan seperti kemarin pilpres untuk menghalalkan segala cara asal anak nya menang apalagi saat debat tadi pak andika hendi lebih santai pernyataan nya mudah dipahami dan sangat menghargai lawan debat nyapilih jendral andika hendi agar cepat move on dari keluarga mulyono sudah muak setiap hari berita kalau tidak mulyono lalu anaknya padahal masih banyak hal hal yang lebih penting seperti fufufafa,"andika_hendi, luthfi_taj",positif
insya allah ttap istiqomah pilih nomer 01 pak andika,andika_hendi,negatif
yasin waktu jadi wakil pak ganjar ber prioritas apa sen sen,luthfi_taj,positif
"01 ramah santun  sll menghargai argumen lawan
02 ambisius  menggebu2","andika_hendi, luthfi_taj",negatif
"gw ikut dukung dan doakan saudara warga jateng untuk kemenangan 01 pak andika perkasa mantan panglima ini istimewa mana ada provinsi lain dipimpin oleh seorang mantan panglima tni yang baik dan gak sombong ayo saudara2 buatlah sejarah biar kalian bangga  sejahtera gubernur kalian bakalan kereen salam dari jakarta 

pak lutfi kok ada catatan jawaban apa sudah tahu pertanyaannya sebelum debat","andika_hendi, luthfi_taj",positif
02 jos barokahi,luthfi_taj,netral
02 selalu jaya,luthfi_taj,positif
ini jwbn yg crdas dn sntun dr pak andika dn hendi bnr2 joss sopan dan brwibawa dg jwbnya rendah hti mntp jika jd gubernur sgt joos,"andika_hendi, luthfi_taj",negatif
ngopeni bumi op guss nglakoni op to reg wrga jgn mnis2 dg jnjinya to bktikan smw tu,luthfi_taj,negatif
netralitas presiden prabowo hanya omon omon,luthfi_taj,netral
kualitas dan propesional nomor 01 menang mutlak,andika_hendi,positif
smg pak luthfi gus yasin  allah ridho memimpin jateng aamiinya robbal aalamiin,luthfi_taj,positif
nmor2 selalu di hati _ indonesia emas 2045,luthfi_taj,positif
andika hendi,andika_hendi,netral
ttp optimis mnagkn paslon mmr 1 pak andika hendi jd gubernur jwa tengah,andika_hendi,positif
jawa tengah butuh rambo bukan sambo,"andika_hendi, luthfi_taj",netral
wong cerdas yo milih andika hendi pas dan tepat untuk jawa tengah,andika_hendi,positif
andika,andika_hendi,netral
andika for jateng,andika_hendi,netral
jangan pernah memilih pemimpin yang baru mulai kontestasi saja sudah menggunakan cara2 curang dan melanggar,luthfi_taj,negatif
banyak orang bayaran yg komen disini,unknown,positif
contekane pass kro pertanyaane cerdas ngrangkume mst ana bocoran,unknown,negatif
paling males kalo lagi debat tapi liat catatan terus  kayak gaada pemikiran sendiri jadi keliatan program nya dari tim nya bukan dari pikiran sendiri cagub yang di setir ini mah,unknown,negatif
jawa tengah perkasa,andika_hendi,positif
andika,andika_hendi,netral
andika hendi,andika_hendi,netral
andika sudah jelas lutfi kagak jelas banyak kasus yang blm dislesaikan,"andika_hendi, luthfi_taj",negatif
debat oh debat coba 02 ga bawa buku bisa jawab ga yah kira2  kliatn bgt kurang wawasan ny,luthfi_taj,negatif
