comment,kebijakan,sentiment
mentri ini selalumenyengsarakan rakyatemangnya dia ngak tau pertanggung jabanya di akhirat kelak,ppn_12_persen,positif
pajak naik untuk di korupsigood job,ppn_12_persen,negatif
apaan sih pemerintah hidup lagi susah susahnya ppn dinaikin,ppn_12_persen,netral
kobarkan dan nyalakan semangat anti kenaikan ppn12,ppn_12_persen,negatif
presiden kl pidato mah bilg sayangkasihan sm rakyat kecilkl kya bgini yg disayang sm dikasihani apanya boss,ppn_12_persen,negatif
kebijakan beg mereka pake uang rakyat ugal2an korupsi ugal2an giliran habis mau nyekek lagi udah g da otak mereka,ppn_12_persen,negatif
contoh inilah mentri yang mencekik rakyat dengan cara halus,ppn_12_persen,negatif
saya sbgai rakyat gk percaya dngn bu sri yg sllu mngatakn ekonomi baik utang aman ini itu nyatanya eee pajak mau d naikkn mau d peras gmna lagi rakyat jngn truslah akal2i rakyat pajak naik mnndadakn negara tdak baik2 saja alias ekonomi mkin menurun tajam yg heran kmna smua hasil bumi negeri ini kok apa2 impor apa gk ada yg pintar lgi d negeri ini tuk jdi mntri kok itu itu lgi,ppn_12_persen,negatif
ini orang gak punya malu blas sia2 emak n bapakmu jadi dosen buat ajarin anak orang lain eh dicoreng2 mukanya ma anak yang katanya ekonom eh solusinya dkit2 naikin pajak sekolah lagi aja gih,ppn_12_persen,negatif
masalahnya pajak kita berlapis dan berulang ulang  mana uang nya bocor mulu dan membiayai partai,ppn_12_persen,negatif
masih kurang aja pemerintah pajak 11,ppn_12_persen,negatif
utang ngga mikirin rakyatnya giliran bayar rakyat di peras,ppn_12_persen,negatif
pajak 12 persen di sah kan kami demo seluruh indonesia menurunkan pemerintah skrg rakyat menderita pemerintah tetap tdk berubah sperti lintah darat kami akan stop semua pabrik ekonomi,ppn_12_persen,negatif
sri mulyani waktu jadi pengamat kelihatan pintereh 10 tahun jadi menteri biasa aja harusnya,ppn_12_persen,netral
tolak org kelas dunia kok kerja nyusain rakyat kalian hidup mewah rakyat mkn senin kamis kalian gk punya hati,ppn_12_persen,positif
tolak bayar ppn 12  sebelum ada pengesahan  uu hukuman mati dan miskinkan para koruptor maling2 uang rakyat,ppn_12_persen,negatif
makanya menkeu kalo negara gak punya duit jangan sok2an gengsi bikik ini bikin itu,ppn_12_persen,negatif
mana nih wakilwakil rakyat yang terhormat suarakan,ppn_12_persen,positif
dasarrrrr penguasa sukanya mencekik rakyatmentang2 elit politik,ppn_12_persen,positif
klo bisanya menaikkan pajak g usah mentri semua bisasya sudah menduga pasti pilihn ini pjak akan naik,ppn_12_persen,negatif
menteri satu ini paling sering menyiksa rakyat,ppn_12_persen,positif
rakyat sendiri diusir rohingya di persilahkennegara salah urus,ppn_12_persen,negatif
ppn tertinggi di asean tapi umk terendah ke 5 di dunia menyala negri ku,ppn_12_persen,positif
maaf saya ngga punya ilmu managemen tata kelola ekonomi tingkat negara izinkan sy berbicara dari sisi sebagai rakyat yg gg punya uang dan kuasa mungkin ppn 12 ini memiliki tujuan baik mungkin tapi sepertinya jika diterapkan tahun depan saya ko sedih  di sekitar saya jumlah orang yg stuggling akibat phk dan masih berjuang dapat kerja masih tiggi gimana kalau rakyat dikasih solusi a1 nya dulu yaitu diprovide lapangan pekerjaan dan dipermudah rakyat tidak akan terlalu khawatir pajak naik selama mereka bisa mendapat sumber untuk membayar pajak mohon maaf jika opini saya tidak make sense maklum saya hanya berbicara berdasarkan lingkungan yg saya lihat di kehidupan sehari2makasih,ppn_12_persen,negatif
protes usia wapres diubah dan penolakan uu cipta kerja aja ga digubris apalagi ppn naik 1,ppn_12_persen,negatif
sri mulyani hrs dipecat kerjanya cm naikin pajak doang,ppn_12_persen,negatif
kenaikan ppn menjadi 12 boleh saja sepanjang pemerintah bersedia dgn transparan menjabarkan penggunaan dana utang dan apbn utk apa saja secara detaill sehingga dianggap layak utk menaikkan ppn di tengah perlambatan ekonomi dan inflasi tinggiindonesia sudah terlalu banyak jenis pajak yg senantiasa naik terus tanpa manfaat langsung bagi rakyat seperti dukungan dana utk industri baruumkmindustri lamarakyat hanya saja dicecoki dengan bansos2xsubsidi murahanbukan insentif utk usaharakyat terus dikasih ikanbukan pancingpemborosan dan inefisiensi anggaran utk proyek non produktif   hidup hedon dan fasilitas wah pejabat   adalah akar masalah utama yg memberatkan apbndi amerika saja mulai akan ada departemen efisiensi anggaranyg dipimpin elon musk saatnya indonesia juga ada supaya tradisi boroshedon2xfoya2x pejabat dihentikanjangan rakyat dan pengusaha yg diperas pajakpejabat yg tinggal pungutkenaikan ppn 12 dipastikan akan makin menghantam ekonomi indonesia dan menurunkan derajat kelas menengahmenkeu yg katanya lama di amerika banyak menjalankan kebijakan di indonesia yg bertolak belakang dan tidak pro rakyat,ppn_12_persen,negatif
tolong indonesia gini amat ya daya beli turun pajak naik,ppn_12_persen,negatif
negara yg kaya raya dengan hasil bumi kenapa justru pendapatan pajak yg terus dinaikan,ppn_12_persen,positif
pajak apa upeti,ppn_12_persen,negatif
bukenapa rakyat menengah kebawah yang di kerjainkenapa asset2 koruptor gak segera di lepas sajamalah di cuekin gak di manfaatkansehingga nilainyapun terus merosot,ppn_12_persen,negatif
kalo menolong apbn gaji pejabat negara dipotong jangan rakyat terus yg dikorbankan bahan pokok mahal pendidikan berkualitas mahal korupsi meraja lela,ppn_12_persen,negatif
usia kerja di batasi giliran pajak di naiki,ppn_12_persen,netral
rakyat yg gaji pemerintah masa pemerintah yg menentukan pajak rakyat,ppn_12_persen,positif
sesuai prosedur katanya ya berarti kalau pas diterapkan ekonomi masyarakat makin hancur pengangguran makin banyak dann ekonomi indonesia makin turunlu semua pejabat kemenkeu mau enggak digantung di monas,ppn_12_persen,negatif
gw mo bikin petisi pecat sri mulyani,ppn_12_persen,negatif
tunjangan pejabat dan anggota dhewan yg harus dipangkas,ppn_12_persen,negatif
ppn 12 menafkahi pejabat korupsi,ppn_12_persen,negatif
inilah akibat kebodohan yang masih memilih pemimpin pilihan rezim sebelumnya sudah tahu ini akan keberlanjutan masih aja dipilih karena iming2 bansos jadi sekarang semua rakyat yang merasakan lebih sengsara,ppn_12_persen,negatif
wanita ini sdh tdk pantas mendampingi presiden,ppn_12_persen,positif
pemeras rakyat sama dgn pengkhianat tidak layak hidup di indonesia,ppn_12_persen,negatif
udah tau kita defisit eh malah nambah kementrian  coba logikanya dimana prabowo   semua orang juga bisa jadi presiden kalo nyari tambahan apbn cuma dgn naikin pajak dan hutang luar negeri  harusnya pemerintah itu inovatif  menjadi dan mencari solusi untuk kesejahteraan rakyat tanpa membebankan rakyat beginilah jika pemerintahan berkuasa dan menang dari hasil kecurangan,ppn_12_persen,negatif
ketika pajak naik 12 persen otomatis produsen yg nota bene oligarki  menaikkan harga barang dan konsumennya yg nota bene rakyat kecil dan menengah  yg akan menanggung pajak tsb bukan pajak yg dinaikkan tapi berantas korupsi di lingkungan pemerintah dan aparatur negara termasuk di dirjen pajak dan sita harta pejabat pejabat yg menyebabkan utang negara menumpuk dan ekonomi negara jadi tidak sehat,ppn_12_persen,negatif
prosudur gila srimulyono,ppn_12_persen,positif
ini mentri wowo yang usir rakyatnya,ppn_12_persen,positif
kos2an pegawai keuangan di kepu dan kwitang 4 juta sebulangaji 2 jutangeri yabgmn ngga pajak naik terushanya utk mencukupi belanja pegawai keuangan,ppn_12_persen,netral
negara pandai berhutang rakyat di peras edan,ppn_12_persen,positif
pajak  rentenir buat rakyat menengah,ppn_12_persen,netral
pajak2 penggemuk koruptor mulu yg di urusin,ppn_12_persen,negatif
kecuali pejabat pajak lebih miskin dari rakyat baru deh ngpp ini petugas pajak lebih kaya dari pembayar pajak,ppn_12_persen,negatif
sri mulyani asuukkk bjingaaaaaaannn,ppn_12_persen,negatif
solusinyatidak akan pernah kita temukan di insonesiahanya dengan bicara tapi kalau semua rakyat tidak beraktifitas dalam satu bulan narasi kita tbicara tdak akan makan kalau tidak bekerja dari mana uang bayar kontrakan karena kita telah dimiskinkan duluoleh mereka,ppn_12_persen,negatif
diluar negeri kenaikan pajak bgini pasti ada demo gede gedean apalagi negara kita gk ada apa apaan kecuali covid sm imbas gk langsung perang yg perang langsung aja kgk ada naik pajak bgini,ppn_12_persen,negatif
giliran orang kaya malah dpt tax amnesti sinting kau sri,ppn_12_persen,negatif
lu mau naikin ampe 20 juga nga masalah kalau rakyatnya udah makmur ini lagi sulit di bikin sulit kalian pejabat mah enak,ppn_12_persen,negatif
kasus korupsi kemenkeu 349 trilyun manamalah sri mulyani di angkat lagi jadi menteri sebusuksebejat  itukah sistem negara iniprabowo baru pulang dr luar negeri loh banyak bawa duit dari hasil ngutang pinjam dan lucunya pendukungnya sangat bahagia,ppn_12_persen,negatif
indonesia termasuk ppn terbesar di asiasingapura aja 9malaysia cuma 7filipina 10why indonesia,ppn_12_persen,positif
kalau hukum mati koruptor mustahil setidaknya sita aset sudah cukup untuk di laksanakan kalau keduanya mustahil juga berarti fix 99 oknum kabeh,ppn_12_persen,negatif
itu untuk bayar utang negara bro bu menteri kan mantri nya world bank gimana caranya harus lancar bayar angsuran lah demi perusahaan hehehehehehe 2 menteri yang tidak diinginkan oleh pak prabowo tp sangat terpaksa harus dipakai krn titipan elit dunia,ppn_12_persen,negatif
ppn naik 12semoga tujuanx tdak untuk di curi pejabat2 yg rakus,ppn_12_persen,negatif
saya 100 persen menolak gaji buat makan pas2an pajak gila2an apa kontribusi negara buat rakyat kecil  bansos dimakan 3 hari juga habis,ppn_12_persen,negatif
naikin 15 sekalian sampe pecah perang nuklir,ppn_12_persen,negatif
rakyat kecil bayar pajak extra orang kaya malah dapat amnestikocak,ppn_12_persen,negatif
ppn 12 tercantum dalam uu no 7 tahun 2021 uu hpp  yang disetujui oleh 8 fraksi pdip golkar gerindra nasdem pan ppp dan ditolak 1 fraksi pks pada pemilu 2024 partai yang menolak hanya memperoleh 9 suara dan partai yang mendukung memperoleh 91 kursi dpr jadi 90 lebih suara yang sah sebenarnya mendukung kenaikan tarif ppn 12,ppn_12_persen,negatif
banyak yg paham klo rakyat bakalan bayar pajak tepat waktu dan senang hati klo koruptor ga adcman kan koruptor di kalangan pejabat ga sedikit jadi ga bakalan tuntas kecuali menggunakan kekuasaan untuk menangkap para koruptor yg menolak dimiskinkan,ppn_12_persen,negatif
pengusaha nakal yang seharusnya dinaikan pajaknyamalah pengusaha nakal dapat amnesti pajakyang kecil di peras terus di korupsi,ppn_12_persen,negatif
ppn dinaikan tujuannya dan hasilnya apa sih,ppn_12_persen,positif
apalagi di daerah upah untuk semua pekerja belum bisa memenuhi kebutuhan rakyat dengan kebijakan di masingmasing daerah,ppn_12_persen,negatif
dari pada naikin pajak rakyatberantas korupsi lebih baik,ppn_12_persen,negatif
enak betul kerjanya sri mulyani digaji besar oleh rakyat cuma bisa menaikkan pajak sj dan hidup mewah diatas penderitaan rakyatnyaseharusnya tdk perlu manaikkan pajak dan sebaliknya bebaskan pajak utk rakyat ide sy usulkan ke wowo buat hukuman mati utk koruptor dan miskinkan lalu uangnya utk pengganti pajak rakyatitu baru benar gaji besar dari rakyat tapi membela rakyatjika usulkan naikin pajak 12  sm sj  kasih jln koruptor bertambah makmuryg setuju angkat jempolnya,ppn_12_persen,negatif
ya beginilah indonesia koruptor dipuja dan disembah rakyat cuma sapi perahan katanya demokrasi tapi keputusan seenak sendiri,ppn_12_persen,negatif
mentri srimulyani harus di ganti kalangan menengah kebawah banyak yg mengeluh masalah pajak,ppn_12_persen,negatif
hayooo siapa yg sdh milih prabowokan janji ga akan ada kenaikan pajak nyatanya yayayaaaaaa,ppn_12_persen,negatif
pajak untuk menambah pundi pundi para koruptor urus dulu korupsi baru tarik pajak,ppn_12_persen,negatif
semoga yg makan uang rakyatkentutnya keluar apibosoooook rqkyat dicekik,ppn_12_persen,negatif
bangun candi ikn utang utang rakyat yg harus jaga apbn pinter dr mana,ppn_12_persen,negatif
10thn cuma jd kasirnya rezim busuk kerja gk becus cuman bisa ngutang  malak rakyat mundurlah kalau punya malu,ppn_12_persen,negatif
koruptor ga mau d hukum mati harta nya d tolak buat d rampas eh pajak pajak semua mau d naikkan,ppn_12_persen,negatif
rakus kau rakyat yg terus dikorbankan  pajak orang kaya malah aman2 aja,ppn_12_persen,negatif
tugas pemerintah itu menyesejahterakan rakyat bukan membebani rakyat menyengsarakan rakyat,ppn_12_persen,positif
wakil rakyat dpr juga harus ikut prihatin udah disediain rumah ya dipake jgn malah minta duitnya buat tambahan gaji 50jt hapus juga dana pensiun dpr kerja cuma 5 tahun minta gaji seumur hidup dipikirpikir kayak sistem penjajahan rakyat bayar upeti untuk penguasa daerah,ppn_12_persen,negatif
menteri keuangan terlalu cerdas jadi pemikiran otaknya kelewatan dungu mereka orangorang kaya pajak 12 entengenteng aja tp bagi masyarakat golongan menengah kebawah akan banyak orangorang miskin yang dilahirkan dari kelakuan kebijakan mentri keuangan  pemerintah,ppn_12_persen,negatif
gaungkan konoha bebas pajak,ppn_12_persen,negatif
usir sri mulyani dari indonesia bikin sengsara rakyat aja,ppn_12_persen,negatif
mentri dajjalbisa nya memeras rakyat terutama rakyat kecilsemoga cepat di panggil yang maha kuasa,ppn_12_persen,positif
kondisi rakyat semakin menderita saja,ppn_12_persen,negatif
pajak kekinian,ppn_12_persen,positif
mirisppn negara tetangga asean sprt malaysia thailand dan singapore lbh rendah tp negaranya lbh makmur pdhal sda indonesia lbh kaya dari mereka trus pajak2 yg dibayar selama ini kemana dikorupsi berapa byk,ppn_12_persen,negatif
bu mentri pernah ngomong bahwa dia tidak pernah merasa membayar hutang negara meskipun negara makin banyak hutangnya seperti yg di beritakan jika negara hutang maka rakyat yg membayar lewat pajak ya iya lah gaji bu mentri kn yg bayar rakyat lewat pajak yg dibayar rakyat jadi bu mentri ya ga merasa bayar pajak,ppn_12_persen,negatif
kenapa prabowo masih pake sri mulyani yg orang bilang mirip drakula,ppn_12_persen,negatif
menurut saya pajak adalah kejahatan penguasa terhadap rakyat sebab mereka para koruptor tetap bisa menikmati hasil karupsi sampai beberapa keturunan jaringan mafia laluasa mengatur jalan nya pemerintahan dan perekonomian negara antara penguasa dan mafia saling bekerja sama untuk memperkaya keluarga dan kelompok,ppn_12_persen,negatif
saat ini yg terbaik itu memberantas korupsi  dan mencegah korupsi,ppn_12_persen,negatif
karena kegoblokan org yg memilih presiden yang janji makan siang gratis ini akibatnya goblokkkk,ppn_12_persen,negatif
pengusaha besar mumetpengusaha kecil makin ruwetehh pembantu rakyat mlah bikin segalanya makin njilmet,ppn_12_persen,negatif
betul kata presinden yang baru dilantik masyrat indonesia tak boleh miskin kta harus mensejahterahkan rakyat krna negra kita kaya indonesia negara besar jadi pajak harus di naikan biyar pejabat sejahterah dn gak ada lgi pejabat pgawai pemrintah yg miskin lagi rakyat kita banya krna indonesia negra besar hasil pendpat rakyat melimpah maka kita naikan pajaknya,ppn_12_persen,negatif
intinya pemerintah perlu anggaran utk menutupi apbn yg defisit makanya naikan pajak,ppn_12_persen,negatif
prabowo bin omon,ppn_12_persen,positif
peras terus kringat rakyat,ppn_12_persen,positif
ini yang harus di demorakyat harus kritis pemerintah jangan seenaknyadosa mereka rakyat yang tanggung,ppn_12_persen,negatif
sri mulyani itu titipan imf mau mengganti sri mulyani pun prabowo tidak berdaya,ppn_12_persen,negatif
blunder kabinet awal pak prabowo ada apa itu,ppn_12_persen,positif
hanya di indonesia rakyat di peras dan di jajah pemerintahnya,ppn_12_persen,negatif
sekalipun mau di naik pajak 20 persen klau korup hukum dan penarikan asset di perlakukan yang ada pejabat korup nambah dan subur dan rakyat mati perlahan krna daya beli mati ukm kecil mati ini sama aj kayak dijajah kembali yg kata sdh merdeka sedang wakil rakyat bukan perjuang nasib rakyat tapi golongnya aj haaadeeeh,ppn_12_persen,negatif
itu sikap keras kepalanya sri mulyani moga presiden segera batalkan naiknya ppn thn depan,ppn_12_persen,negatif
pajak terus naik tiap tahun hanya untuk memenuhi syahwat para pejabat naik gajitapi kehidupan rakyatnya semakin kesulitan ekonominyaharusnya gaji dan tunjangan pejabatan dipotongagar ikut prihatin disaat kondisi rakyat susah,ppn_12_persen,negatif
jangan rakyat kecil dong yg trus di peras udah susah nyari buat makan ini malah di tambah beban  pecat aja kalau  bejabat modelan begini mah yang mau bikin rakyat sengsara pas pidato berapi2 seolah memihak rakyat kecil ko malah sebaliknya,ppn_12_persen,negatif
pnbp aja kecil yang dinaikan pajak heran menteri internasional kaya tukang kompas,ppn_12_persen,negatif
ngemis lagi sama rakyat bikin rencana buntut buntut nya rakyat yang peras,ppn_12_persen,negatif
lengserkan sri mulyani,ppn_12_persen,netral
kebijakan gila sinting  ingat doa org teraniaya,ppn_12_persen,negatif
ujung nya ntr d korupsi,ppn_12_persen,negatif
kalau d turun kan baru bnrjgan d naikantrus  ngk jelas,ppn_12_persen,negatif
jangan ngeluh ppn naikkemaren kan udah dikasi bansossantai aja apapun kebijakan pemerintah,ppn_12_persen,negatif
kasian rakyat negeri 62 padahal di uud pasal 33 ayat 3 sudah jelas bumi air dan kekayaan alam yang terkandung di dalamnya dikuasai oleh negara dan dipergunakan untuk sebesarbesar kemakmuran rakyat sekarang rakyat jadi sasaran pendapatan negara juga mulai dari  pajak kendaraan  tanah dan bangunan pajak penghasilan  dan pajak lainnya  makmur nya sebelah mana negeri ini pengangguran makin merajalela ekonomi sulit yang ada di korupsi terus menerus,ppn_12_persen,positif
hapus pensiun mantan pejabat presidendprdll,ppn_12_persen,negatif
trnyata  segitu aja kualitas menteri yg katanya terbaik yg gak byr pajak ga pantas tinggal di ind,ppn_12_persen,positif
contoh tuh negara brunei darussalam negara tanpa pajak tapi bisa sangat maju suruh yg ngaku perwakilan rakyat buat study disana bukan cuma jalan jalan habisin uang rakyat yg gak berfaedah aja ingat yah negara brunei darussalam awas nenek sri inget akhirat ingat dosa ya,ppn_12_persen,negatif
boss2023 aja bamyak penganguran ke miskinan dan pemecatan kariawan kerja di perusahaan makin banyak penganguran mikir pemberintah memaikin 12 persendodol,ppn_12_persen,negatif
naik 12 persen ributnya minta ampun malu maluin,ppn_12_persen,negatif
pemerintah yg dungu nih klo mau ngasih pajak boleh tapi tidak pada  bahan2 pokok makanan nih buat pemerintah yang gak bisa mikir saya bantu mikirreal estate perumahan mewahkendaraan mewahemas batangan 24 karatbank swasta dan bank negri turis wisatawan hotel dan penginapan tempat hiburan malam perusahaan atau setara ptlahan atau tanah yg di kelolapendapatan atau penghasilan yang di atas umr daerah atau kota untuk setiap warga negara itu baru kebijakan yang pas dan cocok di terapkan,ppn_12_persen,negatif
tdk ada alasan menolak kenaikan pajak  sebab pajak hanya pertahun nya bukan perbulan nya atau perhari nya  pertanya an berapa uang klian  di banding kan  dgn nyawa dan darah  para pejuang merebut kemerdekaan negara kita ini  ktita tinggal menikmati kemerdekaan ini malah ribut untuk pajak di naikan  rakyat pengecut yg menolak kenaikan pajak ini hanya mau senang dak  ogah susah nya pedahal yg merebut kemerdekaan taruhan nyawa  dan darah tanpa imbalan apa 2  oky,ppn_12_persen,negatif
audit harta sri mulyani dan jokowi mereka lah biang bangkrut nya negara ini merekalah perampok negara ini dialah biang nya ganti sri mulyani dengan emak2 tukang warung lebih pandai dan pasti leni jujur prestasi sri mulyani cuma ngutang dan naikin pajak yang gini di bilang menkeu terbalik modus nya miskinkan rakyat peras rakyat agar tak ada tenaga untuk protes ketika para pejabat merammpok negeri ini orang kalau udah lapar lemes boro2 mau protes  luar biasa biadab kekayaan negara ini habis di maling oleh para pejabat korup hey para pemimpin di pikir cuma ente yang punya perut,ppn_12_persen,negatif
rakyat meminta gaji pejabat dpr mpr harus diturunkan jagan cuma mikir diri sendiri para mentri buta semua,ppn_12_persen,negatif
masyarakat harus menolak srimulyani suruh turun keplosok plosok dulu biar melek matanya melihat kehidupan rakyatnya,ppn_12_persen,negatif
makanya jadi rakyat  jgn sok an bela pemerintah  dia yg punya hutang rakyat yang menanggung mampusss,ppn_12_persen,negatif
pendapatan negara bukan hanya pajak ada bumn yg minus terus ada tambang bumi dan laut kemana semua itu kenapa pajak yg menyumbang apbn lebih 75dr pajakrakyat dicekik buat fasilitas mewah2 pejabat,ppn_12_persen,negatif
ppn 12 pajak tertinggi se asean ini sama sekali tidak win win solutiin bagi rakyat mau nambaha apbn berlakukan hukum yang ketat buat para koruptor bukan malah membebankan rakyat lihatlah dari sudut pandang kami sebagai rakyat,ppn_12_persen,negatif
laknatullah utk pejabat2  dari setiap rakyat kecil yg menderita krna hal ini,ppn_12_persen,negatif
ppn kelas internasional 15hellowdi sana memang pajak tinggi tapi ujungnya kembali lagi ke rakyatsalah pemikiran nih pemerintah indonesia,ppn_12_persen,negatif
siapa yg bisa melawan kehendak pemerintah sangat pro dengan rakyat seperti ini sdh tdk mgkn ada yg membantah karna rakyatnya sudah makmur,ppn_12_persen,positif
pajak tiktokshopi dll yg harusnya naik krna tlah merampok menjajah membunuh perekonomian rakyat para perdagang pasaroffline di seluruh nusantara,ppn_12_persen,negatif
program pemerintah makan siang gratis tapi ingat jangan menyengsarakan rakyat klo pejabat dpr gak terasa karena kebutuhan dapur smua ditanggung uang negara,ppn_12_persen,negatif
kenaikan ppn 12 porsen mestinya dpr hrus menolak ini gara2 program prabowo gibran makan siang gratis yg akhirnya rakyat sndiri yg sengsara,ppn_12_persen,negatif
gmna ini presiden kita katanya mau mensejahterakan ko jadi bertolak belakang pak katanya mau kasih  angin segar ke rakyat ko jadi kasih badai angin pak,ppn_12_persen,negatif
indonesia terlalu banyak kebocoran anggaran nya  rakyat yang tanggung dosa mereka,ppn_12_persen,negatif
sri mulyani kayak bebek asal nyerocos sajakami rakyat kecil semakin menderita,ppn_12_persen,netral
pajak naik khusus rakyat 58,ppn_12_persen,negatif
benar kebutuhan pokok tidak kena ppn 12   tp akan tetap berimbas  karna harga pasar akan ikut naik seiring kenaikan pajak  piye to bagi pejabat uang rp1rb  2rb 3rb gaada artinya   namun bagi pedagang kecil itu keuntungan,ppn_12_persen,netral
apbn hbs buat bayar utang jaman mulyono,ppn_12_persen,positif
rip hati nurani para pejabat republik indonesiarip rakyat indonesia,ppn_12_persen,negatif
sisa dari mulyono hinga mulyani cari cara,ppn_12_persen,netral
menkeu sri mulyanimenyengsarakan rakyat harus ditangkap klsaudara setuju berikan like,ppn_12_persen,negatif
sri mulyanikamu ini menyengsarakan rakyat yg kamu harus benahi korupsi yg merajalela bukan membuat koruptor tambah garang karna penghasilannya tambah besar  rakyat makin menjeritmundurlah kamu itu sri mulyani,ppn_12_persen,negatif
waktu 11 rakyat diammentang2 diam mau dijadiin 12bs jadi kalau stuju terus lama2 bs 50 ppn nya,ppn_12_persen,negatif
bukannya rakyat nolak tapi emang seberat itu misalnyabarang 1jutapajak kalo 11 jadinya 110rbpajak kalo 12 jadinya 120rbnah 110rb ke 120rb naiknya 909emang remeh 11 ke 12 itu naiknya cuman 1 tapi sebenarnya naik 909,ppn_12_persen,negatif
kemarin bpamran mentri pertanian sering d bahasbeliau sudah mulai garcep d pertanianbanyak yang kagum sama beliaunah ini sri mulyani sekali nya d sorot malah kebalikannyameskipun saya kurang pahamnamun nama sri banyak d sebut dan jadi sorotan,ppn_12_persen,negatif
pokoknya masyarakat tidak setuju kenaikan pajak,ppn_12_persen,negatif
sri mulyani itu sales imf ayoo sri buat sengsara rakyat indonesia,ppn_12_persen,negatif
warisan mulyono,ppn_12_persen,positif
sri sri knp gak sekalian 50 sj spy kalian bs terus foya2 tanggung kl cuma 12,ppn_12_persen,negatif
itu karena tunjangan pejabat lebih besar jadi masyarakat yang menjadi beban  tolong kepada ibu yang terhormat tunjangan untuk pejabat tolong di kurangin masyarakat ekonomi nya sedang menjerit jangan semua beban masyarakat yang menanggung,ppn_12_persen,negatif
kita sekolah bayar berobat bayar motormobil bayar tanah bangunan bayarsemuanya bayar lha kekayaan alam indonesia yg sangat melimpah untuk siapa negara arab yg cuma minyak sekolah dibayar rumah sakit gratispajak 0 tunjangan anakistrirumah dll adabelum dapat kerja digajibensin sangat murahharga murah dan stabil bagaimana tidak kaya2 rakyatnya,ppn_12_persen,positif
jokowi dan prabowo sama sama ga bener,ppn_12_persen,positif
sumber penerimaan negara serta sebagai alat regulasi untuk mengatur kebijakan ekonomi sosial dan stabilitas fiskalupah pekerja yang stagnan dan masih banyak yang menerima upah di bawah upah minimum provinsi umpharga barang yang terus meningkat berpotensi mengurangi daya beli masyarakattren penurunan daya beli masyarakat telah terlihat sejak mei 2024,ppn_12_persen,positif
jangan cuma dibahas dongayo bertindak untuk mencejah ppn naik,ppn_12_persen,netral
gaji naik dikit pajak dan kebikajan membludak napa rakyat kecil kalian jadikan sapi perah hidup kita sudah sulit kalian bikin kebijakan seenak jidat tanpa memikirkan akibatnya,ppn_12_persen,negatif
awas koruptor,ppn_12_persen,negatif
salah yg milih diimingi bansos jadi apa sekarang jogetin aja ok gas,ppn_12_persen,negatif
setiap tahun harusnya ekonomi semakin makmur bukan rakyat hancur tiap tahun,ppn_12_persen,negatif
nga pa pa naik 12 persen itu masih sedikit dgn negara lain harusnya malah 15 pengusaha jg untungnya jg besar masak 12 persen nga sanggup,ppn_12_persen,negatif
mending judol di kenakan pajakdrpd menaikan pajak di semua aspekbanyak alternatif buat meningkatkan pengahasilan  pemerintah saya doa kan semoga pemerintah tambah sukses dan jaya makmur sejahtera,ppn_12_persen,positif
pemimpin negara terbaik merakyat dipujapuja dan dibela matimatian dari kritik dengan selogan barisan sakit hatianak abah faktanya,ppn_12_persen,positif
jangan bebani utang negara kerakyat pelayanan pemerintah pusat dan daerah belum naik 100 persen masih banyak jalanan rusak banjir dimana mana koruptor dimana mana pengangguran meningkat sehingga banyak kejahatan begal copet maling dimana mana premanisme dimana mana karyawan freelance dan kontrak seenaknya pengusaha bikin pkwt komisi atau gaji karyawan harian  serendah rendahnyapecat semaunya karena dilindungi undang undang pengusaha dan pemerintah seharusnya pemerintah malu kerjanya belum bener,ppn_12_persen,negatif
bukanya turun malah naik saya selaku pengusaha wifi kasian pelanggan saya harus kena ppn 12 niatnya pasang wifi biar murah malah makin mahal,ppn_12_persen,negatif
bu maaf saya buta tentang ekonomigini bu kalo pajak dipakai untuk rakyat dan nyata diterima rakyat sayd dengan sukarela menerimanah ini berita dikorupsi dan banyak negatif news gimana rakyat percaya,ppn_12_persen,positif
tambah kayak aja koruptor pajak dinaikin buat uang makan pejabat negara masih banyak rakyat miskin 90 persen rakyat indonesia miskin gaji umr gak cukup boss  yang kaya itu itu aja bansos disunat data dimanipulasi padahal gak ada yang nerima bansos jangan percaya laporan data  liat kebawah banyak pengangguran penggajian seenaknya sebulan digaji 1 jutaumkm sepi pembeli mahall pajaknya harga jualan jadi  mahal harusnya ppn ditiadakan pejabat potong gajinya buat bayar ppn kalo memang benar cinta rakyat,ppn_12_persen,negatif
pajak pajak terus liat itu banyak perusahaan udah mulai lesu mulai pemecatan banyak pengangguran dimana2 kita gaji umr sampe kpn bisa beli rmh sendiri,ppn_12_persen,negatif
mr prabowo anda dimana,ppn_12_persen,negatif
daya beli masyarakat turun pajak naik kerja juga gak becus,ppn_12_persen,negatif
sekalian 100 ppnya,ppn_12_persen,positif
sri mulyani pecat aja gah guna jadi mentri orang bodoh koh jadi mentri,ppn_12_persen,negatif
ok gass,ppn_12_persen,netral
gaji dan tunjangan presiden menteri aja yg di turun kan,ppn_12_persen,negatif
pajak naik bbm naik ppn naik segala naik smua dngan alsan untk mnjaga apbn namum d ssi lain para koruptor masih meraja lela uang rakyat di kuliti oleh mereka ppn naik hukuman mati harus d terapkan juga untk para tikus2 kantor,ppn_12_persen,negatif
kesalahan fatal sm dan yg hrs bertanggung jawab penuh adl m termsk sm dan b tangkap mrk p prabowo dimn keberanianmu,ppn_12_persen,negatif
